REGION,Educational Attainment," NUMBER OF PERSONS
AGES 25-64
2018 ","PERCENT OF PERSONS
AGES 25-64
2018","90% CONFIDENCE INTERVAL
(LOWER BOUND OF THE PERCENT)
2018","90% CONFIDENCE INTERVAL 
(UPPER BOUND OF THE PERCENT)
2018"
Oklahoma City,Graduate Degree,"38,000",11.2,10.4,12.1
Tulsa,Not a high school graduate,"26,000",12.7,11.8,13.6
Tulsa,High school diploma or GED,"99,000",48.0,46.6,49.4
Tulsa,Associate's Degree,"18,000",8.8,8.0,9.5
Tulsa,Bachelor's Degree,"43,000",20.9,19.9,22.0
Tulsa,Graduate Degree,"20,000",9.6,8.8,10.4
Portland,Not a high school graduate,"27,000",6.8,6.1,7.6
Portland,High school diploma or GED,"134,000",33.6,32.1,35.0
Portland,Associate's Degree,"29,000",7.2,6.5,7.9
Portland,Bachelor's Degree,"127,000",31.8,30.5,33.1
Portland,Graduate Degree,"82,000",20.6,19.6,21.6
Philadelphia,Not a high school graduate,"106,000",12.2,11.5,13.0
Philadelphia,High school diploma or GED,"423,000",48.7,47.4,50.0
Philadelphia,Associate's Degree,"53,000",6.1,5.5,6.6
Philadelphia,Bachelor's Degree,"166,000",19.2,18.4,19.9
Philadelphia,Graduate Degree,"120,000",13.8,13.2,14.5
Memphis,Not a high school graduate,"45,000",13.3,12.1,14.4
Memphis,High school diploma or GED,"185,000",55.1,53.0,57.2
Memphis,Associate's Degree,"18,000",5.5,4.7,6.2
Memphis,Bachelor's Degree,"57,000",17.0,15.7,18.3
Memphis,Graduate Degree,"31,000",9.2,8.4,10.0
Nashville-Davidson,Not a high school graduate,"38,000",10.0,9.0,10.9
Nashville-Davidson,High school diploma or GED,"151,000",39.5,37.7,41.2
Nashville-Davidson,Associate's Degree,"26,000",6.8,6.1,7.5
Nashville-Davidson,Bachelor's Degree,"104,000",27.2,25.8,28.5
Nashville-Davidson,Graduate Degree,"63,000",16.6,15.5,17.6
Arlington,Not a high school graduate,"29,000",13.8,12.3,15.3
Arlington,High school diploma or GED,"97,000",46.4,43.9,49.0
Arlington,Associate's Degree,"18,000",8.7,7.5,9.9
Arlington,Bachelor's Degree,"44,000",21.3,19.6,23.0
Arlington,Graduate Degree,"20,000",9.8,8.6,10.9
Austin,Not a high school graduate,"57,000",9.8,9.0,10.7
Austin,High school diploma or GED,"175,000",30.0,28.7,31.3
Austin,Associate's Degree,"30,000",5.2,4.6,5.8
Austin,Bachelor's Degree,"202,000",34.6,33.5,35.8
Austin,Graduate Degree,"119,000",20.4,19.4,21.3
Dallas,Not a high school graduate,"156,000",21.1,20.2,22.0
Dallas,High school diploma or GED,"299,000",40.4,39.1,41.7
Dallas,Associate's Degree,"36,000",4.9,4.4,5.4
Dallas,Bachelor's Degree,"155,000",20.9,20.1,21.8
Dallas,Graduate Degree,"94,000",12.7,12.0,13.3
El Paso,Not a high school graduate,"49,000",14.4,13.1,15.6
El Paso,High school diploma or GED,"165,000",48.9,46.9,51.0
El Paso,Associate's Degree,"30,000",8.9,8.0,9.8
El Paso,Bachelor's Degree,"62,000",18.4,17.1,19.7
El Paso,Graduate Degree,"32,000",9.4,8.5,10.3
Fort Worth,Not a high school graduate,"82,000",17.2,16.2,18.3
Fort Worth,High school diploma or GED,"221,000",46.4,44.7,48.1
Fort Worth,Associate's Degree,"33,000",6.8,6.1,7.6
Fort Worth,Bachelor's Degree,"97,000",20.3,19.1,21.5
Fort Worth,Graduate Degree,"44,000",9.2,8.3,10.0
Houston,Not a high school graduate,"263,000",20.7,20.0,21.5
Houston,High school diploma or GED,"511,000",40.2,39.2,41.2
Houston,Associate's Degree,"73,000",5.7,5.3,6.2
Houston,Bachelor's Degree,"259,000",20.4,19.7,21.1
Houston,Graduate Degree,"165,000",12.9,12.4,13.5
San Antonio,Not a high school graduate,"128,000",15.9,15.1,16.8
San Antonio,High school diploma or GED,"398,000",49.6,48.3,51.0
San Antonio,Associate's Degree,"66,000",8.2,7.6,8.8
San Antonio,Bachelor's Degree,"136,000",16.9,16.1,17.7
San Antonio,Graduate Degree,"75,000",9.4,8.8,9.9
Virginia Beach,Not a high school graduate,"13,000",5.1,4.3,5.9
Virginia Beach,High school diploma or GED,"113,000",46.2,44.2,48.2
Virginia Beach,Associate's Degree,"26,000",10.5,9.5,11.5
Virginia Beach,Bachelor's Degree,"60,000",24.4,22.9,25.8
Virginia Beach,Graduate Degree,"34,000",13.8,12.8,14.9
Seattle,Not a high school graduate,"17,000",3.7,3.1,4.2
Seattle,High school diploma or GED,"101,000",22.1,21.0,23.3
Seattle,Associate's Degree,"27,000",5.9,5.3,6.5
Seattle,Bachelor's Degree,"182,000",39.9,38.6,41.2
Seattle,Graduate Degree,"129,000",28.4,27.2,29.5
Milwaukee,Not a high school graduate,"45,000",14.9,13.9,15.8
Milwaukee,High school diploma or GED,"157,000",51.5,49.7,53.2
Milwaukee,Associate's Degree,"25,000",8.3,7.5,9.0
Milwaukee,Bachelor's Degree,"48,000",15.8,14.8,16.9
Milwaukee,Graduate Degree,"29,000",9.6,8.8,10.3
San Juan,Not a high school graduate,"19,000",12.4,11.0,13.8
San Juan,High school diploma or GED,"54,000",34.4,32.3,36.5
San Juan,Associate's Degree,"17,000",11.1,9.9,12.4
San Juan,Bachelor's Degree,"38,000",24.0,22.3,25.8
San Juan,Graduate Degree,"28,000",18.0,16.5,19.6
"Alabama, Congressional District 1 (113th - current)",Not a high school graduate,"45,000",12.5,11.4,13.6
"Alabama, Congressional District 1 (113th - current)",High school diploma or GED,"196,000",53.9,51.9,55.9
"Alabama, Congressional District 1 (113th - current)",Associate's Degree,"33,000",9.0,8.1,10.0
"Alabama, Congressional District 1 (113th - current)",Bachelor's Degree,"60,000",16.5,15.4,17.6
"Alabama, Congressional District 1 (113th - current)",Graduate Degree,"29,000",8.1,7.3,8.9
"Alabama, Congressional District 2 (113th - current)",Not a high school graduate,"45,000",13.1,12.1,14.1
"Alabama, Congressional District 2 (113th - current)",High school diploma or GED,"184,000",53.2,51.5,54.9
"Alabama, Congressional District 2 (113th - current)",Associate's Degree,"36,000",10.4,9.5,11.2
"Alabama, Congressional District 2 (113th - current)",Bachelor's Degree,"52,000",15.0,14.1,16.0
"Alabama, Congressional District 2 (113th - current)",Graduate Degree,"29,000",8.3,7.6,9.0
"Alabama, Congressional District 3 (113th - current)",Not a high school graduate,"44,000",12.4,11.3,13.6
"Alabama, Congressional District 3 (113th - current)",High school diploma or GED,"196,000",54.7,52.8,56.6
"Alabama, Congressional District 3 (113th - current)",Associate's Degree,"35,000",9.9,8.9,10.8
"Alabama, Congressional District 3 (113th - current)",Bachelor's Degree,"51,000",14.4,13.3,15.4
"Alabama, Congressional District 3 (113th - current)",Graduate Degree,"31,000",8.6,7.8,9.5
"Alabama, Congressional District 4 (113th - current)",Not a high school graduate,"54,000",15.8,14.6,16.9
"Alabama, Congressional District 4 (113th - current)",High school diploma or GED,"187,000",54.4,52.7,56.1
"Alabama, Congressional District 4 (113th - current)",Associate's Degree,"41,000",11.8,10.9,12.8
"Alabama, Congressional District 4 (113th - current)",Bachelor's Degree,"40,000",11.7,10.8,12.6
"Alabama, Congressional District 4 (113th - current)",Graduate Degree,"22,000",6.4,5.8,7.0
"Alabama, Congressional District 5 (113th - current)",Not a high school graduate,"38,000",9.8,8.8,10.8
"Alabama, Congressional District 5 (113th - current)",High school diploma or GED,"175,000",45.8,44.2,47.4
"Alabama, Congressional District 5 (113th - current)",Associate's Degree,"35,000",9.0,8.2,9.9
"Alabama, Congressional District 5 (113th - current)",Bachelor's Degree,"89,000",23.2,21.9,24.6
"Alabama, Congressional District 5 (113th - current)",Graduate Degree,"46,000",12.1,11.2,13.1
"Alabama, Congressional District 6 (113th - current)",Not a high school graduate,"31,000",8.3,7.4,9.1
"Alabama, Congressional District 6 (113th - current)",High school diploma or GED,"167,000",44.4,42.6,46.2
"Alabama, Congressional District 6 (113th - current)",Associate's Degree,"34,000",9.0,8.2,9.9
"Alabama, Congressional District 6 (113th - current)",Bachelor's Degree,"92,000",24.4,23.2,25.6
"Alabama, Congressional District 6 (113th - current)",Graduate Degree,"52,000",13.9,13.0,14.8
"Alabama, Congressional District 7 (113th - current)",Not a high school graduate,"46,000",13.6,12.3,14.9
"Alabama, Congressional District 7 (113th - current)",High school diploma or GED,"191,000",56.7,54.7,58.8
"Alabama, Congressional District 7 (113th - current)",Associate's Degree,"29,000",8.8,7.8,9.7
"Alabama, Congressional District 7 (113th - current)",Bachelor's Degree,"45,000",13.4,12.4,14.5
"Alabama, Congressional District 7 (113th - current)",Graduate Degree,"25,000",7.5,6.7,8.2
"Alaska, Congressional District (at Large) (113th - current)",Not a high school graduate,"23,000",5.8,5.2,6.3
"Alaska, Congressional District (at Large) (113th - current)",High school diploma or GED,"222,000",55.9,54.4,57.5
"Alaska, Congressional District (at Large) (113th - current)",Associate's Degree,"34,000",8.6,7.9,9.4
"Alaska, Congressional District (at Large) (113th - current)",Bachelor's Degree,"74,000",18.6,17.6,19.5
"Alaska, Congressional District (at Large) (113th - current)",Graduate Degree,"44,000",11.1,10.3,11.9
"Arizona, Congressional District 1 (113th - current)",Not a high school graduate,"45,000",12.6,11.6,13.5
"Arizona, Congressional District 1 (113th - current)",High school diploma or GED,"198,000",55.0,53.3,56.6
"Arizona, Congressional District 1 (113th - current)",Associate's Degree,"33,000",9.2,8.4,10.0
"Arizona, Congressional District 1 (113th - current)",Bachelor's Degree,"51,000",14.2,13.2,15.1
"Arizona, Congressional District 1 (113th - current)",Graduate Degree,"33,000",9.1,8.3,10.0
"Arizona, Congressional District 2 (113th - current)",Not a high school graduate,"33,000",9.5,8.5,10.4
"Arizona, Congressional District 2 (113th - current)",High school diploma or GED,"172,000",48.7,47.0,50.4
"Arizona, Congressional District 2 (113th - current)",Associate's Degree,"37,000",10.6,9.8,11.5
"Arizona, Congressional District 2 (113th - current)",Bachelor's Degree,"69,000",19.5,18.4,20.7
"Arizona, Congressional District 2 (113th - current)",Graduate Degree,"41,000",11.7,10.9,12.4
"Arizona, Congressional District 3 (113th - current)",Not a high school graduate,"79,000",20.5,19.3,21.7
"Arizona, Congressional District 3 (113th - current)",High school diploma or GED,"209,000",53.9,52.5,55.4
"Arizona, Congressional District 3 (113th - current)",Associate's Degree,"36,000",9.2,8.4,10.0
"Arizona, Congressional District 3 (113th - current)",Bachelor's Degree,"43,000",11.1,10.2,12.0
"Arizona, Congressional District 3 (113th - current)",Graduate Degree,"20,000",5.2,4.6,5.8
"Arizona, Congressional District 4 (113th - current)",Not a high school graduate,"44,000",11.8,10.7,12.9
"Arizona, Congressional District 4 (113th - current)",High school diploma or GED,"223,000",58.9,57.0,60.8
"Arizona, Congressional District 4 (113th - current)",Associate's Degree,"39,000",10.2,9.4,11.1
"Arizona, Congressional District 4 (113th - current)",Bachelor's Degree,"48,000",12.7,11.7,13.7
"Arizona, Congressional District 4 (113th - current)",Graduate Degree,"24,000",6.4,5.7,7.1
"Arizona, Congressional District 5 (113th - current)",Not a high school graduate,"27,000",6.5,5.8,7.2
"Arizona, Congressional District 5 (113th - current)",High school diploma or GED,"178,000",42.5,41.1,43.9
"Arizona, Congressional District 5 (113th - current)",Associate's Degree,"41,000",9.8,9.1,10.6
"Arizona, Congressional District 5 (113th - current)",Bachelor's Degree,"112,000",26.8,25.7,27.9
"Arizona, Congressional District 5 (113th - current)",Graduate Degree,"60,000",14.3,13.5,15.2
"Arizona, Congressional District 6 (113th - current)",Not a high school graduate,"31,000",7.4,6.6,8.2
"Arizona, Congressional District 6 (113th - current)",High school diploma or GED,"161,000",38.1,36.6,39.5
"Arizona, Congressional District 6 (113th - current)",Associate's Degree,"35,000",8.3,7.6,9.1
"Arizona, Congressional District 6 (113th - current)",Bachelor's Degree,"127,000",30.1,28.8,31.5
"Arizona, Congressional District 6 (113th - current)",Graduate Degree,"68,000",16.1,15.2,17.0
"Arizona, Congressional District 7 (113th - current)",Not a high school graduate,"123,000",28.3,26.9,29.7
"Arizona, Congressional District 7 (113th - current)",High school diploma or GED,"212,000",48.9,47.2,50.6
"Arizona, Congressional District 7 (113th - current)",Associate's Degree,"31,000",7.2,6.5,7.9
"Arizona, Congressional District 7 (113th - current)",Bachelor's Degree,"46,000",10.6,9.7,11.5
"Arizona, Congressional District 7 (113th - current)",Graduate Degree,"22,000",5.1,4.5,5.6
"Arizona, Congressional District 8 (113th - current)",Not a high school graduate,"29,000",7.5,6.6,8.3
"Arizona, Congressional District 8 (113th - current)",High school diploma or GED,"195,000",50.4,48.9,52.0
"Arizona, Congressional District 8 (113th - current)",Associate's Degree,"40,000",10.4,9.5,11.2
"Arizona, Congressional District 8 (113th - current)",Bachelor's Degree,"79,000",20.5,19.4,21.6
"Arizona, Congressional District 8 (113th - current)",Graduate Degree,"43,000",11.2,10.4,12.0
"Arizona, Congressional District 9 (113th - current)",Not a high school graduate,"36,000",8.2,7.4,9.0
"Arizona, Congressional District 9 (113th - current)",High school diploma or GED,"188,000",42.4,40.8,43.9
"Arizona, Congressional District 9 (113th - current)",Associate's Degree,"40,000",9.1,8.3,9.8
"Arizona, Congressional District 9 (113th - current)",Bachelor's Degree,"115,000",26.0,24.9,27.0
"Arizona, Congressional District 9 (113th - current)",Graduate Degree,"64,000",14.4,13.5,15.2
"Arkansas, Congressional District 1 (113th - current)",Not a high school graduate,"42,000",11.4,10.6,12.3
"Arkansas, Congressional District 1 (113th - current)",High school diploma or GED,"224,000",61.2,59.4,62.9
"Arkansas, Congressional District 1 (113th - current)",Associate's Degree,"35,000",9.5,8.7,10.3
"Arkansas, Congressional District 1 (113th - current)",Bachelor's Degree,"44,000",12.1,11.2,13.0
"Arkansas, Congressional District 1 (113th - current)",Graduate Degree,"21,000",5.8,5.2,6.4
"Arkansas, Congressional District 2 (113th - current)",Not a high school graduate,"35,000",8.9,8.0,9.9
"Arkansas, Congressional District 2 (113th - current)",High school diploma or GED,"199,000",50.9,49.1,52.8
"Arkansas, Congressional District 2 (113th - current)",Associate's Degree,"35,000",8.9,8.0,9.7
"Arkansas, Congressional District 2 (113th - current)",Bachelor's Degree,"75,000",19.1,18.0,20.2
"Arkansas, Congressional District 2 (113th - current)",Graduate Degree,"47,000",12.1,11.1,13.0
"Arkansas, Congressional District 3 (113th - current)",Not a high school graduate,"52,000",12.6,11.7,13.5
"Arkansas, Congressional District 3 (113th - current)",High school diploma or GED,"213,000",51.4,49.7,53.0
"Arkansas, Congressional District 3 (113th - current)",Associate's Degree,"30,000",7.2,6.5,7.8
"Arkansas, Congressional District 3 (113th - current)",Bachelor's Degree,"77,000",18.5,17.5,19.5
"Arkansas, Congressional District 3 (113th - current)",Graduate Degree,"43,000",10.4,9.6,11.2
"Arkansas, Congressional District 4 (113th - current)",Not a high school graduate,"41,000",12.1,11.2,13.0
"Arkansas, Congressional District 4 (113th - current)",High school diploma or GED,"213,000",62.3,60.7,63.9
"Arkansas, Congressional District 4 (113th - current)",Associate's Degree,"31,000",9.2,8.4,10.0
"Arkansas, Congressional District 4 (113th - current)",Bachelor's Degree,"39,000",11.4,10.5,12.3
"Arkansas, Congressional District 4 (113th - current)",Graduate Degree,"17,000",5.0,4.4,5.6
"California, Congressional District 1 (113th - current)",Not a high school graduate,"34,000",9.8,8.9,10.6
"California, Congressional District 1 (113th - current)",High school diploma or GED,"198,000",56.5,54.8,58.2
"California, Congressional District 1 (113th - current)",Associate's Degree,"38,000",10.8,9.9,11.7
"California, Congressional District 1 (113th - current)",Bachelor's Degree,"56,000",16.1,15.2,17.1
"California, Congressional District 1 (113th - current)",Graduate Degree,"24,000",6.8,6.1,7.4
"California, Congressional District 2 (113th - current)",Not a high school graduate,"34,000",9.4,8.5,10.3
"California, Congressional District 2 (113th - current)",High school diploma or GED,"148,000",40.4,38.7,42.0
"California, Congressional District 2 (113th - current)",Associate's Degree,"31,000",8.6,7.8,9.4
"California, Congressional District 2 (113th - current)",Bachelor's Degree,"92,000",25.2,24.1,26.3
"California, Congressional District 2 (113th - current)",Graduate Degree,"60,000",16.4,15.4,17.3
"California, Congressional District 3 (113th - current)",Not a high school graduate,"57,000",15.2,14.2,16.2
"California, Congressional District 3 (113th - current)",High school diploma or GED,"187,000",50.1,48.6,51.7
"California, Congressional District 3 (113th - current)",Associate's Degree,"34,000",9.1,8.3,9.9
"California, Congressional District 3 (113th - current)",Bachelor's Degree,"56,000",15.1,14.2,16.0
"California, Congressional District 3 (113th - current)",Graduate Degree,"39,000",10.4,9.7,11.2
"California, Congressional District 4 (113th - current)",Not a high school graduate,"24,000",6.2,5.5,7.0
"California, Congressional District 4 (113th - current)",High school diploma or GED,"181,000",46.7,45.1,48.3
"California, Congressional District 4 (113th - current)",Associate's Degree,"41,000",10.7,9.8,11.5
"California, Congressional District 4 (113th - current)",Bachelor's Degree,"98,000",25.3,24.1,26.5
"California, Congressional District 4 (113th - current)",Graduate Degree,"43,000",11.1,10.3,11.8
"California, Congressional District 5 (113th - current)",Not a high school graduate,"50,000",12.8,11.8,13.7
"California, Congressional District 5 (113th - current)",High school diploma or GED,"179,000",46.1,44.5,47.7
"California, Congressional District 5 (113th - current)",Associate's Degree,"39,000",10.0,9.2,10.8
"California, Congressional District 5 (113th - current)",Bachelor's Degree,"81,000",20.9,19.9,22.0
"California, Congressional District 5 (113th - current)",Graduate Degree,"39,000",10.1,9.4,10.9
"California, Congressional District 6 (113th - current)",Not a high school graduate,"59,000",14.1,13.1,15.0
"California, Congressional District 6 (113th - current)",High school diploma or GED,"197,000",46.8,45.4,48.3
"California, Congressional District 6 (113th - current)",Associate's Degree,"39,000",9.2,8.5,10.0
"California, Congressional District 6 (113th - current)",Bachelor's Degree,"85,000",20.3,19.2,21.3
"California, Congressional District 6 (113th - current)",Graduate Degree,"40,000",9.6,9.0,10.2
"California, Congressional District 7 (113th - current)",Not a high school graduate,"33,000",8.2,7.4,9.0
"California, Congressional District 7 (113th - current)",High school diploma or GED,"186,000",46.2,44.7,47.7
"California, Congressional District 7 (113th - current)",Associate's Degree,"44,000",10.9,10.1,11.6
"California, Congressional District 7 (113th - current)",Bachelor's Degree,"96,000",23.8,22.8,24.8
"California, Congressional District 7 (113th - current)",Graduate Degree,"44,000",11.0,10.2,11.8
"California, Congressional District 8 (113th - current)",Not a high school graduate,"60,000",16.5,15.3,17.8
"California, Congressional District 8 (113th - current)",High school diploma or GED,"209,000",57.7,55.9,59.4
"California, Congressional District 8 (113th - current)",Associate's Degree,"35,000",9.7,8.6,10.7
"California, Congressional District 8 (113th - current)",Bachelor's Degree,"37,000",10.3,9.4,11.2
"California, Congressional District 8 (113th - current)",Graduate Degree,"21,000",5.8,5.2,6.5
"California, Congressional District 9 (113th - current)",Not a high school graduate,"68,000",17.6,16.6,18.7
"California, Congressional District 9 (113th - current)",High school diploma or GED,"200,000",51.7,50.1,53.4
"California, Congressional District 9 (113th - current)",Associate's Degree,"40,000",10.3,9.4,11.3
"California, Congressional District 9 (113th - current)",Bachelor's Degree,"55,000",14.2,13.2,15.2
"California, Congressional District 9 (113th - current)",Graduate Degree,"23,000",6.0,5.4,6.7
"California, Congressional District 10 (113th - current)",Not a high school graduate,"65,000",16.8,15.7,17.9
"California, Congressional District 10 (113th - current)",High school diploma or GED,"223,000",57.2,55.4,59.0
"California, Congressional District 10 (113th - current)",Associate's Degree,"34,000",8.8,8.0,9.6
"California, Congressional District 10 (113th - current)",Bachelor's Degree,"48,000",12.2,11.3,13.2
"California, Congressional District 10 (113th - current)",Graduate Degree,"19,000",4.9,4.3,5.5
"California, Congressional District 11 (113th - current)",Not a high school graduate,"44,000",10.7,9.8,11.6
"California, Congressional District 11 (113th - current)",High school diploma or GED,"148,000",35.9,34.4,37.4
