REGION,Educational Attainment," NUMBER OF PERSONS
AGES 25-64
2019 ","PERCENT OF PERSONS
AGES 25-64
2019","90% CONFIDENCE INTERVAL
(LOWER BOUND OF THE PERCENT)
2019","90% CONFIDENCE INTERVAL 
(UPPER BOUND OF THE PERCENT)
2019"
Oklahoma City,Graduate Degree,"40,000",11.5,10.6,12.4
Tulsa,Not a high school graduate,"26,000",12.5,11.6,13.4
Tulsa,High school diploma or GED,"96,000",46.5,44.9,48.1
Tulsa,Associate's Degree,"16,000",7.9,7.2,8.6
Tulsa,Bachelor's Degree,"46,000",22.2,21.1,23.3
Tulsa,Graduate Degree,"22,000",10.9,10.1,11.7
Portland,Not a high school graduate,"25,000",6.3,5.5,7.0
Portland,High school diploma or GED,"132,000",33.0,31.4,34.6
Portland,Associate's Degree,"28,000",6.9,6.2,7.6
Portland,Bachelor's Degree,"133,000",33.3,32.1,34.5
Portland,Graduate Degree,"82,000",20.5,19.5,21.6
Philadelphia,Not a high school graduate,"105,000",12.1,11.3,12.9
Philadelphia,High school diploma or GED,"418,000",48.2,46.7,49.7
Philadelphia,Associate's Degree,"56,000",6.4,5.8,7.0
Philadelphia,Bachelor's Degree,"174,000",20.0,19.2,20.9
Philadelphia,Graduate Degree,"115,000",13.3,12.6,13.9
Memphis,Not a high school graduate,"43,000",12.8,11.7,13.9
Memphis,High school diploma or GED,"187,000",55.2,53.1,57.4
Memphis,Associate's Degree,"19,000",5.6,4.7,6.5
Memphis,Bachelor's Degree,"54,000",16.0,14.8,17.3
Memphis,Graduate Degree,"35,000",10.3,9.3,11.3
Nashville-Davidson,Not a high school graduate,"38,000",10.0,9.1,10.9
Nashville-Davidson,High school diploma or GED,"136,000",35.6,33.8,37.4
Nashville-Davidson,Associate's Degree,"25,000",6.6,5.8,7.4
Nashville-Davidson,Bachelor's Degree,"115,000",30.1,28.8,31.4
Nashville-Davidson,Graduate Degree,"68,000",17.7,16.5,18.9
Arlington,Not a high school graduate,"26,000",12.7,10.9,14.4
Arlington,High school diploma or GED,"97,000",46.8,44.1,49.5
Arlington,Associate's Degree,"15,000",7.3,6.1,8.5
Arlington,Bachelor's Degree,"48,000",23.1,21.4,24.9
Arlington,Graduate Degree,"21,000",10.1,8.8,11.5
Austin,Not a high school graduate,"57,000",9.6,8.6,10.5
Austin,High school diploma or GED,"167,000",28.2,26.7,29.6
Austin,Associate's Degree,"34,000",5.8,5.1,6.4
Austin,Bachelor's Degree,"211,000",35.6,34.3,36.8
Austin,Graduate Degree,"124,000",20.9,19.8,22.0
Dallas,Not a high school graduate,"151,000",20.5,19.4,21.5
Dallas,High school diploma or GED,"295,000",39.9,38.6,41.3
Dallas,Associate's Degree,"34,000",4.6,4.2,5.1
Dallas,Bachelor's Degree,"163,000",22.0,21.1,22.9
Dallas,Graduate Degree,"96,000",12.9,12.2,13.7
El Paso,Not a high school graduate,"46,000",13.6,12.3,15.0
El Paso,High school diploma or GED,"168,000",49.7,47.4,52.1
El Paso,Associate's Degree,"35,000",10.3,9.2,11.4
El Paso,Bachelor's Degree,"62,000",18.5,17.1,19.8
El Paso,Graduate Degree,"26,000",7.8,7.0,8.7
Fort Worth,Not a high school graduate,"81,000",16.8,15.5,18.0
Fort Worth,High school diploma or GED,"217,000",45.0,43.1,46.8
Fort Worth,Associate's Degree,"32,000",6.7,5.9,7.4
Fort Worth,Bachelor's Degree,"105,000",21.7,20.6,22.9
Fort Worth,Graduate Degree,"48,000",9.9,9.0,10.8
Houston,Not a high school graduate,"247,000",19.5,18.8,20.3
Houston,High school diploma or GED,"505,000",39.9,38.8,40.9
Houston,Associate's Degree,"78,000",6.2,5.7,6.7
Houston,Bachelor's Degree,"268,000",21.2,20.4,21.9
Houston,Graduate Degree,"167,000",13.2,12.6,13.8
San Antonio,Not a high school graduate,"127,000",15.6,14.6,16.7
San Antonio,High school diploma or GED,"404,000",49.6,48.1,51.2
San Antonio,Associate's Degree,"67,000",8.2,7.6,8.9
San Antonio,Bachelor's Degree,"142,000",17.4,16.5,18.3
San Antonio,Graduate Degree,"74,000",9.1,8.5,9.7
Virginia Beach,Not a high school graduate,"14,000",5.7,4.8,6.6
Virginia Beach,High school diploma or GED,"104,000",42.5,40.4,44.6
Virginia Beach,Associate's Degree,"31,000",12.8,11.6,14.1
Virginia Beach,Bachelor's Degree,"59,000",24.0,22.5,25.5
Virginia Beach,Graduate Degree,"37,000",15.0,13.8,16.2
Seattle,Not a high school graduate,"19,000",4.1,3.5,4.7
Seattle,High school diploma or GED,"108,000",22.8,21.4,24.2
Seattle,Associate's Degree,"25,000",5.3,4.7,5.9
Seattle,Bachelor's Degree,"184,000",38.8,37.5,40.2
Seattle,Graduate Degree,"137,000",28.9,27.8,30.0
Milwaukee,Not a high school graduate,"43,000",13.8,12.8,14.9
Milwaukee,High school diploma or GED,"163,000",52.8,50.9,54.7
Milwaukee,Associate's Degree,"23,000",7.5,6.7,8.4
Milwaukee,Bachelor's Degree,"54,000",17.6,16.5,18.7
Milwaukee,Graduate Degree,"25,000",8.3,7.5,9.0
San Juan,Not a high school graduate,"17,000",11.2,9.9,12.5
San Juan,High school diploma or GED,"49,000",31.3,29.1,33.5
San Juan,Associate's Degree,"20,000",12.8,11.3,14.4
San Juan,Bachelor's Degree,"40,000",25.9,24.0,27.8
San Juan,Graduate Degree,"29,000",18.7,17.0,20.4
"Alabama, Congressional District 1 (113th - current)",Not a high school graduate,"41,000",11.1,10.0,12.1
"Alabama, Congressional District 1 (113th - current)",High school diploma or GED,"195,000",53.1,51.1,55.2
"Alabama, Congressional District 1 (113th - current)",Associate's Degree,"38,000",10.3,9.3,11.3
"Alabama, Congressional District 1 (113th - current)",Bachelor's Degree,"60,000",16.4,15.3,17.6
"Alabama, Congressional District 1 (113th - current)",Graduate Degree,"33,000",9.1,8.1,10.1
"Alabama, Congressional District 2 (113th - current)",Not a high school graduate,"40,000",11.7,10.8,12.6
"Alabama, Congressional District 2 (113th - current)",High school diploma or GED,"185,000",54.0,52.3,55.7
"Alabama, Congressional District 2 (113th - current)",Associate's Degree,"35,000",10.1,9.3,10.9
"Alabama, Congressional District 2 (113th - current)",Bachelor's Degree,"54,000",15.8,14.8,16.9
"Alabama, Congressional District 2 (113th - current)",Graduate Degree,"29,000",8.4,7.6,9.1
"Alabama, Congressional District 3 (113th - current)",Not a high school graduate,"49,000",13.5,12.3,14.6
"Alabama, Congressional District 3 (113th - current)",High school diploma or GED,"187,000",51.1,49.2,53.0
"Alabama, Congressional District 3 (113th - current)",Associate's Degree,"40,000",10.8,9.8,11.8
"Alabama, Congressional District 3 (113th - current)",Bachelor's Degree,"53,000",14.4,13.3,15.5
"Alabama, Congressional District 3 (113th - current)",Graduate Degree,"38,000",10.3,9.4,11.2
"Alabama, Congressional District 4 (113th - current)",Not a high school graduate,"56,000",16.0,14.7,17.2
"Alabama, Congressional District 4 (113th - current)",High school diploma or GED,"195,000",55.6,53.9,57.3
"Alabama, Congressional District 4 (113th - current)",Associate's Degree,"35,000",9.9,9.1,10.8
"Alabama, Congressional District 4 (113th - current)",Bachelor's Degree,"44,000",12.5,11.4,13.5
"Alabama, Congressional District 4 (113th - current)",Graduate Degree,"21,000",6.0,5.4,6.6
"Alabama, Congressional District 5 (113th - current)",Not a high school graduate,"39,000",10.1,9.1,11.0
"Alabama, Congressional District 5 (113th - current)",High school diploma or GED,"175,000",45.6,43.8,47.3
"Alabama, Congressional District 5 (113th - current)",Associate's Degree,"37,000",9.6,8.7,10.5
"Alabama, Congressional District 5 (113th - current)",Bachelor's Degree,"84,000",22.0,20.6,23.3
"Alabama, Congressional District 5 (113th - current)",Graduate Degree,"49,000",12.8,11.9,13.7
"Alabama, Congressional District 6 (113th - current)",Not a high school graduate,"30,000",8.1,7.3,9.0
"Alabama, Congressional District 6 (113th - current)",High school diploma or GED,"158,000",42.6,40.9,44.2
"Alabama, Congressional District 6 (113th - current)",Associate's Degree,"32,000",8.7,7.8,9.5
"Alabama, Congressional District 6 (113th - current)",Bachelor's Degree,"96,000",25.8,24.6,27.1
"Alabama, Congressional District 6 (113th - current)",Graduate Degree,"55,000",14.8,13.8,15.8
"Alabama, Congressional District 7 (113th - current)",Not a high school graduate,"40,000",12.2,10.9,13.4
"Alabama, Congressional District 7 (113th - current)",High school diploma or GED,"184,000",56.0,54.0,58.0
"Alabama, Congressional District 7 (113th - current)",Associate's Degree,"32,000",9.6,8.7,10.6
"Alabama, Congressional District 7 (113th - current)",Bachelor's Degree,"46,000",14.0,12.8,15.1
"Alabama, Congressional District 7 (113th - current)",Graduate Degree,"27,000",8.2,7.3,9.1
"Alaska, Congressional District (at Large) (113th - current)",Not a high school graduate,"24,000",6.2,5.6,6.8
"Alaska, Congressional District (at Large) (113th - current)",High school diploma or GED,"214,000",54.3,52.6,56.0
"Alaska, Congressional District (at Large) (113th - current)",Associate's Degree,"37,000",9.5,8.7,10.3
"Alaska, Congressional District (at Large) (113th - current)",Bachelor's Degree,"75,000",18.9,18.0,19.9
"Alaska, Congressional District (at Large) (113th - current)",Graduate Degree,"44,000",11.1,10.4,11.9
"Arizona, Congressional District 1 (113th - current)",Not a high school graduate,"44,000",11.9,11.0,12.8
"Arizona, Congressional District 1 (113th - current)",High school diploma or GED,"208,000",56.5,54.8,58.2
"Arizona, Congressional District 1 (113th - current)",Associate's Degree,"33,000",8.9,8.1,9.6
"Arizona, Congressional District 1 (113th - current)",Bachelor's Degree,"52,000",14.2,13.2,15.2
"Arizona, Congressional District 1 (113th - current)",Graduate Degree,"31,000",8.5,7.7,9.3
"Arizona, Congressional District 2 (113th - current)",Not a high school graduate,"34,000",9.5,8.6,10.4
"Arizona, Congressional District 2 (113th - current)",High school diploma or GED,"170,000",47.5,45.7,49.2
"Arizona, Congressional District 2 (113th - current)",Associate's Degree,"33,000",9.1,8.4,9.9
"Arizona, Congressional District 2 (113th - current)",Bachelor's Degree,"75,000",20.9,19.7,22.1
"Arizona, Congressional District 2 (113th - current)",Graduate Degree,"47,000",13.0,12.1,13.9
"Arizona, Congressional District 3 (113th - current)",Not a high school graduate,"80,000",20.6,19.3,22.0
"Arizona, Congressional District 3 (113th - current)",High school diploma or GED,"211,000",54.0,52.1,55.9
"Arizona, Congressional District 3 (113th - current)",Associate's Degree,"34,000",8.6,7.7,9.6
"Arizona, Congressional District 3 (113th - current)",Bachelor's Degree,"43,000",11.0,10.1,12.0
"Arizona, Congressional District 3 (113th - current)",Graduate Degree,"22,000",5.6,5.0,6.3
"Arizona, Congressional District 4 (113th - current)",Not a high school graduate,"43,000",11.1,10.0,12.3
"Arizona, Congressional District 4 (113th - current)",High school diploma or GED,"228,000",59.6,57.6,61.6
"Arizona, Congressional District 4 (113th - current)",Associate's Degree,"35,000",9.1,8.1,10.0
"Arizona, Congressional District 4 (113th - current)",Bachelor's Degree,"50,000",13.0,11.9,14.0
"Arizona, Congressional District 4 (113th - current)",Graduate Degree,"27,000",7.2,6.4,8.0
"Arizona, Congressional District 5 (113th - current)",Not a high school graduate,"21,000",5.1,4.4,5.7
"Arizona, Congressional District 5 (113th - current)",High school diploma or GED,"182,000",43.3,41.9,44.7
"Arizona, Congressional District 5 (113th - current)",Associate's Degree,"45,000",10.7,9.9,11.5
"Arizona, Congressional District 5 (113th - current)",Bachelor's Degree,"116,000",27.7,26.5,28.8
"Arizona, Congressional District 5 (113th - current)",Graduate Degree,"55,000",13.2,12.4,14.0
"Arizona, Congressional District 6 (113th - current)",Not a high school graduate,"41,000",9.3,8.3,10.3
"Arizona, Congressional District 6 (113th - current)",High school diploma or GED,"170,000",38.9,37.3,40.5
"Arizona, Congressional District 6 (113th - current)",Associate's Degree,"38,000",8.6,7.8,9.4
"Arizona, Congressional District 6 (113th - current)",Bachelor's Degree,"117,000",26.7,25.6,27.9
"Arizona, Congressional District 6 (113th - current)",Graduate Degree,"72,000",16.5,15.5,17.4
"Arizona, Congressional District 7 (113th - current)",Not a high school graduate,"120,000",27.5,25.9,29.0
"Arizona, Congressional District 7 (113th - current)",High school diploma or GED,"220,000",50.2,48.6,51.9
"Arizona, Congressional District 7 (113th - current)",Associate's Degree,"28,000",6.4,5.8,7.1
"Arizona, Congressional District 7 (113th - current)",Bachelor's Degree,"48,000",10.9,10.0,11.7
"Arizona, Congressional District 7 (113th - current)",Graduate Degree,"22,000",5.0,4.4,5.6
"Arizona, Congressional District 8 (113th - current)",Not a high school graduate,"35,000",9.0,8.0,9.9
"Arizona, Congressional District 8 (113th - current)",High school diploma or GED,"190,000",48.7,47.1,50.2
"Arizona, Congressional District 8 (113th - current)",Associate's Degree,"46,000",11.8,10.8,12.7
"Arizona, Congressional District 8 (113th - current)",Bachelor's Degree,"79,000",20.3,19.2,21.3
"Arizona, Congressional District 8 (113th - current)",Graduate Degree,"40,000",10.3,9.6,11.1
"Arizona, Congressional District 9 (113th - current)",Not a high school graduate,"42,000",9.3,8.3,10.2
"Arizona, Congressional District 9 (113th - current)",High school diploma or GED,"186,000",41.1,39.5,42.6
"Arizona, Congressional District 9 (113th - current)",Associate's Degree,"35,000",7.8,7.0,8.5
"Arizona, Congressional District 9 (113th - current)",Bachelor's Degree,"124,000",27.3,25.9,28.6
"Arizona, Congressional District 9 (113th - current)",Graduate Degree,"66,000",14.6,13.8,15.5
"Arkansas, Congressional District 1 (113th - current)",Not a high school graduate,"43,000",11.8,10.8,12.8
"Arkansas, Congressional District 1 (113th - current)",High school diploma or GED,"228,000",62.8,61.2,64.3
"Arkansas, Congressional District 1 (113th - current)",Associate's Degree,"30,000",8.2,7.5,9.0
"Arkansas, Congressional District 1 (113th - current)",Bachelor's Degree,"43,000",11.9,11.0,12.7
"Arkansas, Congressional District 1 (113th - current)",Graduate Degree,"19,000",5.3,4.7,5.9
"Arkansas, Congressional District 2 (113th - current)",Not a high school graduate,"32,000",8.2,7.3,9.1
"Arkansas, Congressional District 2 (113th - current)",High school diploma or GED,"203,000",52.2,50.3,54.1
"Arkansas, Congressional District 2 (113th - current)",Associate's Degree,"37,000",9.6,8.7,10.5
"Arkansas, Congressional District 2 (113th - current)",Bachelor's Degree,"75,000",19.3,18.1,20.5
"Arkansas, Congressional District 2 (113th - current)",Graduate Degree,"42,000",10.8,9.9,11.7
"Arkansas, Congressional District 3 (113th - current)",Not a high school graduate,"55,000",13.1,12.0,14.3
"Arkansas, Congressional District 3 (113th - current)",High school diploma or GED,"205,000",49.2,47.6,50.9
"Arkansas, Congressional District 3 (113th - current)",Associate's Degree,"29,000",7.1,6.4,7.7
"Arkansas, Congressional District 3 (113th - current)",Bachelor's Degree,"82,000",19.7,18.6,20.8
"Arkansas, Congressional District 3 (113th - current)",Graduate Degree,"45,000",10.8,10.0,11.7
"Arkansas, Congressional District 4 (113th - current)",Not a high school graduate,"38,000",11.1,10.2,12.0
"Arkansas, Congressional District 4 (113th - current)",High school diploma or GED,"215,000",62.6,60.8,64.3
"Arkansas, Congressional District 4 (113th - current)",Associate's Degree,"29,000",8.5,7.7,9.3
"Arkansas, Congressional District 4 (113th - current)",Bachelor's Degree,"42,000",12.3,11.3,13.2
"Arkansas, Congressional District 4 (113th - current)",Graduate Degree,"19,000",5.6,5.0,6.3
"California, Congressional District 1 (113th - current)",Not a high school graduate,"35,000",9.9,8.9,10.8
"California, Congressional District 1 (113th - current)",High school diploma or GED,"190,000",54.3,52.5,56.0
"California, Congressional District 1 (113th - current)",Associate's Degree,"38,000",10.8,9.9,11.7
"California, Congressional District 1 (113th - current)",Bachelor's Degree,"61,000",17.4,16.4,18.5
"California, Congressional District 1 (113th - current)",Graduate Degree,"27,000",7.6,6.8,8.4
"California, Congressional District 2 (113th - current)",Not a high school graduate,"36,000",10.2,9.2,11.1
"California, Congressional District 2 (113th - current)",High school diploma or GED,"142,000",39.9,38.2,41.5
"California, Congressional District 2 (113th - current)",Associate's Degree,"31,000",8.6,7.7,9.5
"California, Congressional District 2 (113th - current)",Bachelor's Degree,"97,000",27.1,25.9,28.2
"California, Congressional District 2 (113th - current)",Graduate Degree,"51,000",14.3,13.4,15.2
"California, Congressional District 3 (113th - current)",Not a high school graduate,"50,000",13.1,12.1,14.2
"California, Congressional District 3 (113th - current)",High school diploma or GED,"188,000",49.5,47.8,51.2
"California, Congressional District 3 (113th - current)",Associate's Degree,"40,000",10.5,9.6,11.4
"California, Congressional District 3 (113th - current)",Bachelor's Degree,"65,000",17.1,16.0,18.2
"California, Congressional District 3 (113th - current)",Graduate Degree,"37,000",9.8,9.0,10.6
"California, Congressional District 4 (113th - current)",Not a high school graduate,"25,000",6.4,5.7,7.2
"California, Congressional District 4 (113th - current)",High school diploma or GED,"174,000",45.4,43.7,47.0
"California, Congressional District 4 (113th - current)",Associate's Degree,"42,000",10.9,10.0,11.9
"California, Congressional District 4 (113th - current)",Bachelor's Degree,"99,000",25.7,24.5,26.9
"California, Congressional District 4 (113th - current)",Graduate Degree,"45,000",11.6,10.8,12.4
"California, Congressional District 5 (113th - current)",Not a high school graduate,"48,000",12.4,11.3,13.6
"California, Congressional District 5 (113th - current)",High school diploma or GED,"177,000",46.2,44.5,47.9
"California, Congressional District 5 (113th - current)",Associate's Degree,"36,000",9.5,8.7,10.4
"California, Congressional District 5 (113th - current)",Bachelor's Degree,"80,000",21.0,19.8,22.2
"California, Congressional District 5 (113th - current)",Graduate Degree,"41,000",10.8,10.0,11.7
"California, Congressional District 6 (113th - current)",Not a high school graduate,"52,000",12.6,11.6,13.6
"California, Congressional District 6 (113th - current)",High school diploma or GED,"205,000",49.6,48.0,51.3
"California, Congressional District 6 (113th - current)",Associate's Degree,"31,000",7.6,6.9,8.3
"California, Congressional District 6 (113th - current)",Bachelor's Degree,"86,000",20.8,19.6,21.9
"California, Congressional District 6 (113th - current)",Graduate Degree,"39,000",9.4,8.7,10.1
"California, Congressional District 7 (113th - current)",Not a high school graduate,"35,000",8.4,7.6,9.3
"California, Congressional District 7 (113th - current)",High school diploma or GED,"188,000",45.8,44.1,47.4
"California, Congressional District 7 (113th - current)",Associate's Degree,"47,000",11.5,10.7,12.4
"California, Congressional District 7 (113th - current)",Bachelor's Degree,"95,000",23.0,21.9,24.1
"California, Congressional District 7 (113th - current)",Graduate Degree,"46,000",11.2,10.5,12.0
"California, Congressional District 8 (113th - current)",Not a high school graduate,"63,000",17.7,16.3,19.2
"California, Congressional District 8 (113th - current)",High school diploma or GED,"195,000",55.3,53.3,57.4
"California, Congressional District 8 (113th - current)",Associate's Degree,"33,000",9.4,8.4,10.5
"California, Congressional District 8 (113th - current)",Bachelor's Degree,"40,000",11.3,10.2,12.4
"California, Congressional District 8 (113th - current)",Graduate Degree,"22,000",6.2,5.5,7.0
"California, Congressional District 9 (113th - current)",Not a high school graduate,"71,000",17.9,16.8,19.1
"California, Congressional District 9 (113th - current)",High school diploma or GED,"201,000",51.1,49.2,52.9
"California, Congressional District 9 (113th - current)",Associate's Degree,"35,000",8.8,7.9,9.7
"California, Congressional District 9 (113th - current)",Bachelor's Degree,"61,000",15.4,14.4,16.4
"California, Congressional District 9 (113th - current)",Graduate Degree,"27,000",6.8,6.0,7.6
"California, Congressional District 10 (113th - current)",Not a high school graduate,"65,000",16.6,15.4,17.8
"California, Congressional District 10 (113th - current)",High school diploma or GED,"222,000",56.8,54.9,58.7
"California, Congressional District 10 (113th - current)",Associate's Degree,"33,000",8.5,7.6,9.3
"California, Congressional District 10 (113th - current)",Bachelor's Degree,"53,000",13.5,12.5,14.5
"California, Congressional District 10 (113th - current)",Graduate Degree,"18,000",4.7,4.1,5.2
"California, Congressional District 11 (113th - current)",Not a high school graduate,"55,000",13.5,12.4,14.6
"California, Congressional District 11 (113th - current)",High school diploma or GED,"144,000",35.2,33.7,36.8
"California, Congressional District 11 (113th - current)",Associate's Degree,"30,000",7.3,6.5,8.1
"California, Congressional District 11 (113th - current)",Bachelor's Degree,"110,000",27.0,25.8,28.2
"California, Congressional District 11 (113th - current)",Graduate Degree,"69,000",16.9,15.9,17.9
"California, Congressional District 12 (113th - current)",Not a high school graduate,"39,000",7.7,7.0,8.5
"California, Congressional District 12 (113th - current)",High school diploma or GED,"111,000",22.1,20.7,23.5
"California, Congressional District 12 (113th - current)",Associate's Degree,"22,000",4.3,3.8,4.8
"California, Congressional District 12 (113th - current)",Bachelor's Degree,"199,000",39.6,38.3,40.9
