REGION,Educational Attainment," NUMBER OF PERSONS
AGES 25-64
2017 ","PERCENT OF PERSONS
AGES 25-64
2017","90% CONFIDENCE INTERVAL
(LOWER BOUND OF THE PERCENT)
2017","90% CONFIDENCE INTERVAL 
(UPPER BOUND OF THE PERCENT)
2017"
Oklahoma City,Graduate Degree,"35,000",10.4,9.6,11.3
Tulsa,Not a high school graduate,"28,000",13.4,12.5,14.2
Tulsa,High school diploma or GED,"100,000",47.8,46.3,49.3
Tulsa,Associate's Degree,"19,000",8.9,8.2,9.6
Tulsa,Bachelor's Degree,"42,000",20.0,19.1,21.0
Tulsa,Graduate Degree,"21,000",9.9,9.2,10.6
Portland,Not a high school graduate,"27,000",6.9,6.2,7.6
Portland,High school diploma or GED,"137,000",34.7,33.3,36.1
Portland,Associate's Degree,"28,000",7.0,6.3,7.6
Portland,Bachelor's Degree,"125,000",31.5,30.3,32.7
Portland,Graduate Degree,"79,000",19.9,18.9,20.9
Philadelphia,Not a high school graduate,"103,000",11.9,11.2,12.7
Philadelphia,High school diploma or GED,"443,000",51.3,50.0,52.6
Philadelphia,Associate's Degree,"53,000",6.1,5.6,6.7
Philadelphia,Bachelor's Degree,"157,000",18.2,17.4,19.0
Philadelphia,Graduate Degree,"108,000",12.4,11.8,13.1
Memphis,Not a high school graduate,"46,000",13.6,12.4,14.7
Memphis,High school diploma or GED,"186,000",55.3,53.3,57.3
Memphis,Associate's Degree,"19,000",5.5,4.8,6.3
Memphis,Bachelor's Degree,"52,000",15.4,14.3,16.5
Memphis,Graduate Degree,"34,000",10.2,9.4,11.1
Nashville-Davidson,Not a high school graduate,"35,000",9.2,8.3,10.1
Nashville-Davidson,High school diploma or GED,"157,000",41.1,39.4,42.8
Nashville-Davidson,Associate's Degree,"27,000",7.1,6.3,7.9
Nashville-Davidson,Bachelor's Degree,"108,000",28.3,27.0,29.6
Nashville-Davidson,Graduate Degree,"54,000",14.3,13.3,15.2
Arlington,Not a high school graduate,"34,000",16.3,14.6,18.1
Arlington,High school diploma or GED,"100,000",48.7,46.0,51.4
Arlington,Associate's Degree,"16,000",7.9,6.7,9.1
Arlington,Bachelor's Degree,"38,000",18.4,16.8,19.9
Arlington,Graduate Degree,"18,000",8.8,7.8,9.8
Austin,Not a high school graduate,"52,000",9.2,8.4,10.0
Austin,High school diploma or GED,"191,000",33.4,32.0,34.8
Austin,Associate's Degree,"32,000",5.5,5.0,6.1
Austin,Bachelor's Degree,"190,000",33.3,32.2,34.4
Austin,Graduate Degree,"106,000",18.6,17.8,19.4
Dallas,Not a high school graduate,"163,000",22.4,21.4,23.3
Dallas,High school diploma or GED,"298,000",40.9,39.7,42.1
Dallas,Associate's Degree,"36,000",4.9,4.4,5.3
Dallas,Bachelor's Degree,"151,000",20.7,20.0,21.5
Dallas,Graduate Degree,"81,000",11.1,10.5,11.7
El Paso,Not a high school graduate,"49,000",14.4,13.2,15.6
El Paso,High school diploma or GED,"169,000",49.8,47.8,51.9
El Paso,Associate's Degree,"31,000",9.1,8.2,10.0
El Paso,Bachelor's Degree,"59,000",17.2,16.0,18.4
El Paso,Graduate Degree,"32,000",9.4,8.5,10.3
Fort Worth,Not a high school graduate,"86,000",18.5,17.5,19.6
Fort Worth,High school diploma or GED,"208,000",44.7,43.1,46.4
Fort Worth,Associate's Degree,"33,000",7.2,6.4,8.0
Fort Worth,Bachelor's Degree,"96,000",20.6,19.4,21.8
Fort Worth,Graduate Degree,"42,000",8.9,8.2,9.7
Houston,Not a high school graduate,"263,000",20.9,20.1,21.6
Houston,High school diploma or GED,"507,000",40.2,39.3,41.2
Houston,Associate's Degree,"75,000",6.0,5.5,6.4
Houston,Bachelor's Degree,"254,000",20.1,19.5,20.8
Houston,Graduate Degree,"161,000",12.8,12.3,13.4
San Antonio,Not a high school graduate,"119,000",15.1,14.2,15.9
San Antonio,High school diploma or GED,"392,000",49.6,48.2,51.0
San Antonio,Associate's Degree,"68,000",8.6,7.9,9.2
San Antonio,Bachelor's Degree,"138,000",17.4,16.6,18.2
San Antonio,Graduate Degree,"74,000",9.4,8.8,10.0
Virginia Beach,Not a high school graduate,"12,000",5.0,4.3,5.7
Virginia Beach,High school diploma or GED,"115,000",46.8,44.8,48.8
Virginia Beach,Associate's Degree,"30,000",12.3,11.1,13.5
Virginia Beach,Bachelor's Degree,"58,000",23.4,22.0,24.8
Virginia Beach,Graduate Degree,"31,000",12.5,11.4,13.6
Seattle,Not a high school graduate,"19,000",4.3,3.6,4.9
Seattle,High school diploma or GED,"106,000",23.6,22.4,24.8
Seattle,Associate's Degree,"32,000",7.2,6.4,8.0
Seattle,Bachelor's Degree,"171,000",38.2,36.9,39.4
Seattle,Graduate Degree,"120,000",26.8,25.6,27.9
Milwaukee,Not a high school graduate,"45,000",14.5,13.5,15.6
Milwaukee,High school diploma or GED,"165,000",53.7,51.9,55.5
Milwaukee,Associate's Degree,"24,000",7.7,6.9,8.5
Milwaukee,Bachelor's Degree,"48,000",15.7,14.8,16.7
Milwaukee,Graduate Degree,"25,000",8.3,7.6,8.9
San Juan,Not a high school graduate,"21,000",13.1,11.6,14.7
San Juan,High school diploma or GED,"57,000",35.1,32.7,37.5
San Juan,Associate's Degree,"18,000",10.9,9.5,12.4
San Juan,Bachelor's Degree,"40,000",25.0,22.9,27.1
San Juan,Graduate Degree,"26,000",15.9,14.3,17.5
"Alabama, Congressional District 1 (113th - current)",Not a high school graduate,"40,000",10.8,9.8,11.9
"Alabama, Congressional District 1 (113th - current)",High school diploma or GED,"200,000",54.4,52.5,56.3
"Alabama, Congressional District 1 (113th - current)",Associate's Degree,"32,000",8.8,7.9,9.7
"Alabama, Congressional District 1 (113th - current)",Bachelor's Degree,"65,000",17.6,16.4,18.7
"Alabama, Congressional District 1 (113th - current)",Graduate Degree,"31,000",8.4,7.6,9.2
"Alabama, Congressional District 2 (113th - current)",Not a high school graduate,"48,000",13.7,12.7,14.7
"Alabama, Congressional District 2 (113th - current)",High school diploma or GED,"185,000",53.1,51.5,54.7
"Alabama, Congressional District 2 (113th - current)",Associate's Degree,"34,000",9.8,9.0,10.6
"Alabama, Congressional District 2 (113th - current)",Bachelor's Degree,"54,000",15.6,14.7,16.6
"Alabama, Congressional District 2 (113th - current)",Graduate Degree,"27,000",7.8,7.1,8.5
"Alabama, Congressional District 3 (113th - current)",Not a high school graduate,"45,000",12.4,11.4,13.4
"Alabama, Congressional District 3 (113th - current)",High school diploma or GED,"201,000",55.8,54.0,57.6
"Alabama, Congressional District 3 (113th - current)",Associate's Degree,"35,000",9.7,8.8,10.5
"Alabama, Congressional District 3 (113th - current)",Bachelor's Degree,"48,000",13.4,12.4,14.4
"Alabama, Congressional District 3 (113th - current)",Graduate Degree,"32,000",8.8,8.1,9.5
"Alabama, Congressional District 4 (113th - current)",Not a high school graduate,"55,000",16.0,14.9,17.2
"Alabama, Congressional District 4 (113th - current)",High school diploma or GED,"193,000",56.0,54.3,57.8
"Alabama, Congressional District 4 (113th - current)",Associate's Degree,"33,000",9.6,8.9,10.4
"Alabama, Congressional District 4 (113th - current)",Bachelor's Degree,"41,000",11.9,10.9,12.8
"Alabama, Congressional District 4 (113th - current)",Graduate Degree,"22,000",6.4,5.7,7.1
"Alabama, Congressional District 5 (113th - current)",Not a high school graduate,"36,000",9.5,8.6,10.4
"Alabama, Congressional District 5 (113th - current)",High school diploma or GED,"178,000",47.1,45.4,48.8
"Alabama, Congressional District 5 (113th - current)",Associate's Degree,"36,000",9.6,8.7,10.4
"Alabama, Congressional District 5 (113th - current)",Bachelor's Degree,"82,000",21.7,20.4,22.9
"Alabama, Congressional District 5 (113th - current)",Graduate Degree,"46,000",12.1,11.3,13.0
"Alabama, Congressional District 6 (113th - current)",Not a high school graduate,"26,000",7.1,6.4,7.8
"Alabama, Congressional District 6 (113th - current)",High school diploma or GED,"161,000",44.0,42.4,45.6
"Alabama, Congressional District 6 (113th - current)",Associate's Degree,"34,000",9.2,8.4,10.1
"Alabama, Congressional District 6 (113th - current)",Bachelor's Degree,"92,000",25.2,24.0,26.4
"Alabama, Congressional District 6 (113th - current)",Graduate Degree,"53,000",14.5,13.6,15.4
"Alabama, Congressional District 7 (113th - current)",Not a high school graduate,"46,000",13.4,12.3,14.6
"Alabama, Congressional District 7 (113th - current)",High school diploma or GED,"192,000",56.2,54.4,58.1
"Alabama, Congressional District 7 (113th - current)",Associate's Degree,"29,000",8.6,7.7,9.4
"Alabama, Congressional District 7 (113th - current)",Bachelor's Degree,"49,000",14.5,13.4,15.6
"Alabama, Congressional District 7 (113th - current)",Graduate Degree,"25,000",7.3,6.5,8.0
"Alaska, Congressional District (at Large) (113th - current)",Not a high school graduate,"30,000",7.5,6.8,8.1
"Alaska, Congressional District (at Large) (113th - current)",High school diploma or GED,"218,000",54.8,53.2,56.3
"Alaska, Congressional District (at Large) (113th - current)",Associate's Degree,"37,000",9.3,8.5,10.1
"Alaska, Congressional District (at Large) (113th - current)",Bachelor's Degree,"72,000",18.1,17.2,19.1
"Alaska, Congressional District (at Large) (113th - current)",Graduate Degree,"41,000",10.3,9.6,11.0
"Arizona, Congressional District 1 (113th - current)",Not a high school graduate,"48,000",13.3,12.3,14.2
"Arizona, Congressional District 1 (113th - current)",High school diploma or GED,"202,000",55.7,54.1,57.2
"Arizona, Congressional District 1 (113th - current)",Associate's Degree,"29,000",8.1,7.4,8.8
"Arizona, Congressional District 1 (113th - current)",Bachelor's Degree,"54,000",14.8,13.8,15.8
"Arizona, Congressional District 1 (113th - current)",Graduate Degree,"30,000",8.2,7.4,8.9
"Arizona, Congressional District 2 (113th - current)",Not a high school graduate,"27,000",7.8,7.0,8.6
"Arizona, Congressional District 2 (113th - current)",High school diploma or GED,"161,000",46.1,44.5,47.7
"Arizona, Congressional District 2 (113th - current)",Associate's Degree,"42,000",12.0,11.1,12.9
"Arizona, Congressional District 2 (113th - current)",Bachelor's Degree,"72,000",20.5,19.5,21.6
"Arizona, Congressional District 2 (113th - current)",Graduate Degree,"47,000",13.5,12.6,14.5
"Arizona, Congressional District 3 (113th - current)",Not a high school graduate,"80,000",21.3,20.1,22.5
"Arizona, Congressional District 3 (113th - current)",High school diploma or GED,"204,000",54.1,52.5,55.7
"Arizona, Congressional District 3 (113th - current)",Associate's Degree,"31,000",8.2,7.4,9.0
"Arizona, Congressional District 3 (113th - current)",Bachelor's Degree,"42,000",11.2,10.2,12.1
"Arizona, Congressional District 3 (113th - current)",Graduate Degree,"20,000",5.2,4.6,5.8
"Arizona, Congressional District 4 (113th - current)",Not a high school graduate,"47,000",13.3,12.1,14.4
"Arizona, Congressional District 4 (113th - current)",High school diploma or GED,"209,000",58.5,56.4,60.5
"Arizona, Congressional District 4 (113th - current)",Associate's Degree,"34,000",9.4,8.4,10.5
"Arizona, Congressional District 4 (113th - current)",Bachelor's Degree,"45,000",12.6,11.4,13.7
"Arizona, Congressional District 4 (113th - current)",Graduate Degree,"22,000",6.2,5.5,6.9
"Arizona, Congressional District 5 (113th - current)",Not a high school graduate,"21,000",5.2,4.6,5.8
"Arizona, Congressional District 5 (113th - current)",High school diploma or GED,"190,000",46.1,44.7,47.4
"Arizona, Congressional District 5 (113th - current)",Associate's Degree,"40,000",9.7,9.0,10.4
"Arizona, Congressional District 5 (113th - current)",Bachelor's Degree,"109,000",26.4,25.2,27.5
"Arizona, Congressional District 5 (113th - current)",Graduate Degree,"52,000",12.7,12.0,13.4
"Arizona, Congressional District 6 (113th - current)",Not a high school graduate,"30,000",7.2,6.4,7.9
"Arizona, Congressional District 6 (113th - current)",High school diploma or GED,"164,000",38.8,37.2,40.3
"Arizona, Congressional District 6 (113th - current)",Associate's Degree,"37,000",8.8,8.1,9.6
"Arizona, Congressional District 6 (113th - current)",Bachelor's Degree,"121,000",28.5,27.3,29.7
"Arizona, Congressional District 6 (113th - current)",Graduate Degree,"71,000",16.7,15.8,17.6
"Arizona, Congressional District 7 (113th - current)",Not a high school graduate,"130,000",30.7,29.3,32.1
"Arizona, Congressional District 7 (113th - current)",High school diploma or GED,"207,000",48.7,47.1,50.4
"Arizona, Congressional District 7 (113th - current)",Associate's Degree,"29,000",6.9,6.2,7.5
"Arizona, Congressional District 7 (113th - current)",Bachelor's Degree,"40,000",9.6,8.8,10.3
"Arizona, Congressional District 7 (113th - current)",Graduate Degree,"17,000",4.1,3.6,4.6
"Arizona, Congressional District 8 (113th - current)",Not a high school graduate,"32,000",8.2,7.5,9.0
"Arizona, Congressional District 8 (113th - current)",High school diploma or GED,"188,000",49.0,47.3,50.6
"Arizona, Congressional District 8 (113th - current)",Associate's Degree,"44,000",11.4,10.4,12.3
"Arizona, Congressional District 8 (113th - current)",Bachelor's Degree,"82,000",21.4,20.3,22.5
"Arizona, Congressional District 8 (113th - current)",Graduate Degree,"38,000",10.0,9.2,10.8
"Arizona, Congressional District 9 (113th - current)",Not a high school graduate,"42,000",10.0,9.0,11.0
"Arizona, Congressional District 9 (113th - current)",High school diploma or GED,"172,000",41.1,39.6,42.5
"Arizona, Congressional District 9 (113th - current)",Associate's Degree,"38,000",9.1,8.3,9.9
"Arizona, Congressional District 9 (113th - current)",Bachelor's Degree,"104,000",24.9,23.8,26.0
"Arizona, Congressional District 9 (113th - current)",Graduate Degree,"62,000",14.9,14.0,15.8
"Arkansas, Congressional District 1 (113th - current)",Not a high school graduate,"44,000",12.1,11.3,13.0
"Arkansas, Congressional District 1 (113th - current)",High school diploma or GED,"221,000",60.9,59.3,62.5
"Arkansas, Congressional District 1 (113th - current)",Associate's Degree,"37,000",10.1,9.3,10.9
"Arkansas, Congressional District 1 (113th - current)",Bachelor's Degree,"41,000",11.2,10.4,12.1
"Arkansas, Congressional District 1 (113th - current)",Graduate Degree,"20,000",5.6,5.0,6.2
"Arkansas, Congressional District 2 (113th - current)",Not a high school graduate,"34,000",8.7,7.8,9.6
"Arkansas, Congressional District 2 (113th - current)",High school diploma or GED,"202,000",51.1,49.3,52.9
"Arkansas, Congressional District 2 (113th - current)",Associate's Degree,"31,000",8.0,7.2,8.7
"Arkansas, Congressional District 2 (113th - current)",Bachelor's Degree,"78,000",19.8,18.7,20.9
"Arkansas, Congressional District 2 (113th - current)",Graduate Degree,"49,000",12.5,11.5,13.4
"Arkansas, Congressional District 3 (113th - current)",Not a high school graduate,"57,000",14.0,13.0,15.1
"Arkansas, Congressional District 3 (113th - current)",High school diploma or GED,"204,000",49.9,48.3,51.5
"Arkansas, Congressional District 3 (113th - current)",Associate's Degree,"28,000",6.8,6.1,7.5
"Arkansas, Congressional District 3 (113th - current)",Bachelor's Degree,"82,000",20.0,19.0,21.1
"Arkansas, Congressional District 3 (113th - current)",Graduate Degree,"38,000",9.2,8.5,9.9
"Arkansas, Congressional District 4 (113th - current)",Not a high school graduate,"44,000",12.6,11.7,13.6
"Arkansas, Congressional District 4 (113th - current)",High school diploma or GED,"215,000",62.0,60.3,63.7
"Arkansas, Congressional District 4 (113th - current)",Associate's Degree,"27,000",7.7,7.0,8.4
"Arkansas, Congressional District 4 (113th - current)",Bachelor's Degree,"41,000",11.7,10.9,12.6
"Arkansas, Congressional District 4 (113th - current)",Graduate Degree,"21,000",6.0,5.3,6.6
"California, Congressional District 1 (113th - current)",Not a high school graduate,"36,000",10.1,9.2,10.9
"California, Congressional District 1 (113th - current)",High school diploma or GED,"199,000",55.6,54.0,57.2
"California, Congressional District 1 (113th - current)",Associate's Degree,"39,000",10.9,10.0,11.7
"California, Congressional District 1 (113th - current)",Bachelor's Degree,"56,000",15.6,14.7,16.6
"California, Congressional District 1 (113th - current)",Graduate Degree,"28,000",7.8,7.2,8.5
"California, Congressional District 2 (113th - current)",Not a high school graduate,"34,000",9.2,8.3,10.0
"California, Congressional District 2 (113th - current)",High school diploma or GED,"152,000",40.9,39.3,42.5
"California, Congressional District 2 (113th - current)",Associate's Degree,"30,000",8.2,7.5,8.9
"California, Congressional District 2 (113th - current)",Bachelor's Degree,"99,000",26.8,25.5,28.0
"California, Congressional District 2 (113th - current)",Graduate Degree,"56,000",15.0,14.1,15.9
"California, Congressional District 3 (113th - current)",Not a high school graduate,"59,000",15.4,14.3,16.5
"California, Congressional District 3 (113th - current)",High school diploma or GED,"191,000",50.4,48.8,52.0
"California, Congressional District 3 (113th - current)",Associate's Degree,"35,000",9.2,8.4,10.1
"California, Congressional District 3 (113th - current)",Bachelor's Degree,"62,000",16.5,15.5,17.4
"California, Congressional District 3 (113th - current)",Graduate Degree,"32,000",8.5,7.8,9.2
"California, Congressional District 4 (113th - current)",Not a high school graduate,"25,000",6.4,5.7,7.2
"California, Congressional District 4 (113th - current)",High school diploma or GED,"183,000",48.0,46.4,49.6
"California, Congressional District 4 (113th - current)",Associate's Degree,"45,000",11.8,10.9,12.6
"California, Congressional District 4 (113th - current)",Bachelor's Degree,"87,000",22.7,21.6,23.9
"California, Congressional District 4 (113th - current)",Graduate Degree,"42,000",11.1,10.3,11.8
"California, Congressional District 5 (113th - current)",Not a high school graduate,"48,000",12.4,11.4,13.4
"California, Congressional District 5 (113th - current)",High school diploma or GED,"181,000",46.2,44.5,47.8
"California, Congressional District 5 (113th - current)",Associate's Degree,"39,000",9.9,9.1,10.7
"California, Congressional District 5 (113th - current)",Bachelor's Degree,"85,000",21.6,20.6,22.7
"California, Congressional District 5 (113th - current)",Graduate Degree,"39,000",9.9,9.2,10.7
"California, Congressional District 6 (113th - current)",Not a high school graduate,"57,000",13.7,12.6,14.7
"California, Congressional District 6 (113th - current)",High school diploma or GED,"202,000",48.6,46.9,50.2
"California, Congressional District 6 (113th - current)",Associate's Degree,"37,000",8.8,8.0,9.6
"California, Congressional District 6 (113th - current)",Bachelor's Degree,"77,000",18.6,17.6,19.6
"California, Congressional District 6 (113th - current)",Graduate Degree,"43,000",10.3,9.6,11.0
"California, Congressional District 7 (113th - current)",Not a high school graduate,"41,000",10.1,9.3,11.0
"California, Congressional District 7 (113th - current)",High school diploma or GED,"184,000",45.7,44.2,47.2
"California, Congressional District 7 (113th - current)",Associate's Degree,"42,000",10.4,9.6,11.2
"California, Congressional District 7 (113th - current)",Bachelor's Degree,"94,000",23.3,22.3,24.3
"California, Congressional District 7 (113th - current)",Graduate Degree,"42,000",10.5,9.8,11.2
"California, Congressional District 8 (113th - current)",Not a high school graduate,"58,000",16.3,15.0,17.6
"California, Congressional District 8 (113th - current)",High school diploma or GED,"208,000",58.5,56.5,60.4
"California, Congressional District 8 (113th - current)",Associate's Degree,"33,000",9.4,8.4,10.4
"California, Congressional District 8 (113th - current)",Bachelor's Degree,"38,000",10.8,9.8,11.8
"California, Congressional District 8 (113th - current)",Graduate Degree,"18,000",5.0,4.3,5.7
"California, Congressional District 9 (113th - current)",Not a high school graduate,"66,000",16.7,15.6,17.8
"California, Congressional District 9 (113th - current)",High school diploma or GED,"204,000",51.5,49.7,53.2
"California, Congressional District 9 (113th - current)",Associate's Degree,"41,000",10.3,9.4,11.2
"California, Congressional District 9 (113th - current)",Bachelor's Degree,"61,000",15.5,14.5,16.5
"California, Congressional District 9 (113th - current)",Graduate Degree,"24,000",6.1,5.4,6.8
"California, Congressional District 10 (113th - current)",Not a high school graduate,"66,000",17.2,16.1,18.3
"California, Congressional District 10 (113th - current)",High school diploma or GED,"221,000",57.4,55.4,59.3
"California, Congressional District 10 (113th - current)",Associate's Degree,"28,000",7.3,6.6,8.0
"California, Congressional District 10 (113th - current)",Bachelor's Degree,"48,000",12.5,11.6,13.4
"California, Congressional District 10 (113th - current)",Graduate Degree,"22,000",5.6,5.0,6.3
"California, Congressional District 11 (113th - current)",Not a high school graduate,"53,000",13.1,12.1,14.1
"California, Congressional District 11 (113th - current)",High school diploma or GED,"143,000",35.3,33.7,36.9
"California, Congressional District 11 (113th - current)",Associate's Degree,"32,000",7.8,7.0,8.6
"California, Congressional District 11 (113th - current)",Bachelor's Degree,"114,000",28.1,27.0,29.2
"California, Congressional District 11 (113th - current)",Graduate Degree,"64,000",15.7,14.9,16.6
"California, Congressional District 12 (113th - current)",Not a high school graduate,"39,000",7.7,7.0,8.4
"California, Congressional District 12 (113th - current)",High school diploma or GED,"117,000",23.2,22.0,24.3
"California, Congressional District 12 (113th - current)",Associate's Degree,"23,000",4.5,4.0,5.0
"California, Congressional District 12 (113th - current)",Bachelor's Degree,"200,000",39.7,38.6,40.8
